,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
3982,4742,A19M6CYM4B8WP2,20,10,0,1007,3,2,1,3,290,409,307,20,2,2,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3983,4743,A19M6CYM4B8WP2,20,10,0,1007,3,1,3,2,269,378,359,0,1,3,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3984,4744,A19M6CYM4B8WP2,20,10,0,1006,3,1,3,2,334,336,335,0,1,4,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3985,4746,A19M6CYM4B8WP2,20,10,0,1007,3,1,3,2,275,366,365,5,3,5,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3986,4747,A1H7N191EGOB7D,20,10,0,1007,3,3,2,1,325,341,340,10,2,2,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3987,4748,A2AGDF3VY0L1QP,20,10,2,1007,3,1,3,2,275,366,365,2,1,30,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3988,4749,A19M6CYM4B8WP2,20,10,0,1007,3,2,3,1,280,415,311,20,2,6,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3989,4750,A1H7N191EGOB7D,20,10,0,1007,3,1,3,2,323,343,340,0,2,3,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3990,4751,A19M6CYM4B8WP2,20,10,0,1007,3,3,2,1,290,409,307,10,2,7,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3991,4752,A19M6CYM4B8WP2,20,10,0,1007,3,3,1,2,329,347,330,0,3,8,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3992,4753,A1H7N191EGOB7D,20,10,0,1007,3,2,3,1,280,415,311,20,2,4,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3993,4754,A19M6CYM4B8WP2,20,10,0,1007,3,1,3,2,325,341,340,5,3,9,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3994,4755,A19M6CYM4B8WP2,20,10,0,1007,3,3,2,1,313,365,328,10,3,10,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3995,4756,A1H7N191EGOB7D,20,10,0,1007,3,3,1,2,333,338,335,0,2,5,1,3,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3996,4757,A19M6CYM4B8WP2,20,10,0,1007,3,2,3,1,301,371,334,20,2,11,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3997,4758,A1H7N191EGOB7D,20,10,0,1007,3,3,2,1,215,565,226,10,2,6,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3998,4759,A2AGDF3VY0L1QP,20,10,2,1007,3,3,1,2,269,378,359,2,3,31,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3999,4760,A19M6CYM4B8WP2,20,10,0,1007,3,3,2,1,318,353,335,10,2,12,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
4000,4761,A1H7N191EGOB7D,20,10,0,1007,3,1,3,2,325,341,340,0,1,7,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
4001,4762,A19M6CYM4B8WP2,20,10,0,1007,3,3,1,2,275,366,365,10,3,13,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
