,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
453,591,A34AL11AXC9KK8,20,10,2,1007,3,2,3,1,280,415,311,20,2,19,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
454,592,AID6LZRF1GMFJ,20,10,-2,1006,3,3,1,2,334,336,335,9,3,8,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
455,593,AID6LZRF1GMFJ,20,10,-2,1007,3,3,2,1,215,565,226,10,2,9,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
456,594,A34AL11AXC9KK8,20,10,2,1007,3,1,3,2,329,347,330,2,2,20,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
457,595,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,275,366,365,-2,1,10,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
458,596,bhRZU3NjyeqCxJu,20,4,0,1007,3,2,3,1,301,371,334,20,1,2,1,3,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
459,597,AID6LZRF1GMFJ,20,10,-2,1007,3,3,1,2,274,368,364,-2,2,11,1,3,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
460,598,A34AL11AXC9KK8,20,10,2,1007,3,3,1,2,318,353,335,2,2,21,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
461,599,AID6LZRF1GMFJ,20,10,-2,1007,3,3,2,1,313,365,328,10,2,12,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
462,600,AID6LZRF1GMFJ,20,10,-2,1007,3,3,2,1,290,409,307,10,2,13,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
463,601,A34AL11AXC9KK8,20,10,2,1007,3,1,2,3,215,565,226,10,2,22,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
464,602,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,318,353,335,-2,2,14,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
465,603,AID6LZRF1GMFJ,20,10,-2,1007,3,1,2,3,215,565,226,10,2,15,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
466,604,A34AL11AXC9KK8,20,10,2,1007,3,3,2,1,318,353,335,10,2,23,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
467,605,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,333,338,335,-2,2,16,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
468,606,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,333,338,335,0,2,3,1,3,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
469,607,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,274,368,364,-2,2,17,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
470,608,A34AL11AXC9KK8,20,10,2,1007,3,1,3,2,318,353,335,2,2,24,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
471,609,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,269,378,359,-2,2,18,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
472,610,A34AL11AXC9KK8,20,10,2,1007,3,3,2,1,215,565,226,10,2,25,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
473,611,AID6LZRF1GMFJ,20,10,-2,1007,3,3,1,2,269,378,359,-2,2,19,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
474,612,A34AL11AXC9KK8,20,10,2,1006,3,3,1,2,334,336,335,11,3,26,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
475,613,AID6LZRF1GMFJ,20,10,-2,1007,3,1,2,3,313,365,328,10,2,20,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
476,614,A34AL11AXC9KK8,20,10,2,1007,3,3,1,2,325,341,340,11,3,27,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
477,615,AID6LZRF1GMFJ,20,10,-2,1007,3,3,1,2,333,338,335,-2,3,21,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
478,616,AID6LZRF1GMFJ,20,10,-2,1007,3,3,1,2,318,353,335,-2,3,22,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
479,617,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,2,1,313,365,328,4,1,4,1,3,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
480,618,A34AL11AXC9KK8,20,10,2,1007,3,3,2,1,313,365,328,10,2,28,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
481,619,AID6LZRF1GMFJ,20,10,-2,1007,3,2,1,3,290,409,307,20,1,23,1,2,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
482,620,A34AL11AXC9KK8,20,10,2,1007,3,2,1,3,290,409,307,20,2,29,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
483,621,AID6LZRF1GMFJ,20,10,-2,1007,3,2,3,1,301,371,334,20,2,24,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
484,622,AID6LZRF1GMFJ,20,10,-2,1007,3,3,1,2,323,343,340,-2,2,25,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
485,623,A34AL11AXC9KK8,20,10,2,1007,3,3,1,2,329,347,330,2,2,30,1,3,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
486,624,AID6LZRF1GMFJ,20,10,-2,1007,3,3,2,1,318,353,335,10,3,26,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
487,625,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,323,343,340,-2,3,27,1,2,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
488,626,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,325,341,340,0,2,5,1,3,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
489,627,A34AL11AXC9KK8,20,10,2,1007,3,1,3,2,269,378,359,2,2,31,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
490,628,AID6LZRF1GMFJ,20,10,-2,1006,3,1,3,2,334,336,335,-2,2,28,1,3,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
491,629,AID6LZRF1GMFJ,20,10,-2,1007,3,2,3,1,280,415,311,20,3,29,1,2,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
492,630,AID6LZRF1GMFJ,20,10,-2,1007,3,1,2,3,325,341,340,10,1,30,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
493,631,AID6LZRF1GMFJ,20,10,-2,1007,3,1,3,2,329,347,330,-2,2,31,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
494,632,A34AL11AXC9KK8,20,10,2,1007,3,3,1,2,333,338,335,2,2,32,1,3,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
495,633,AID6LZRF1GMFJ,20,10,-2,1007,3,3,2,1,325,341,340,10,1,32,1,3,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
496,635,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,2,3,313,365,328,16,2,2,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
497,636,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,2,3,318,353,335,16,2,3,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
498,637,hSoUx17quv3acNj,20,10,0,1007,3,2,3,1,301,371,334,20,3,7,1,2,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
499,638,bhRZU3NjyeqCxJu,20,4,0,1006,3,1,3,2,334,336,335,0,2,6,1,3,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
500,639,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,3,2,333,338,335,0,1,4,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
501,640,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,3,2,325,341,340,0,1,5,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
502,641,VvPpYqMy1HqYC0i,20,16,0,1007,3,2,1,3,313,365,328,20,2,6,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
503,642,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,3,2,323,343,340,0,1,7,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
504,643,VvPpYqMy1HqYC0i,20,16,0,1007,3,3,1,2,275,366,365,10,3,8,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
505,644,VvPpYqMy1HqYC0i,20,16,0,1007,3,3,2,1,325,341,340,18,3,9,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
506,645,VvPpYqMy1HqYC0i,20,16,0,1007,3,3,2,1,215,565,226,16,3,10,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
507,646,VvPpYqMy1HqYC0i,20,16,0,1007,3,1,3,2,275,366,365,0,1,11,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
508,648,bhRZU3NjyeqCxJu,20,4,0,1006,3,3,1,2,334,336,335,0,2,7,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
509,649,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,2,3,313,365,328,16,2,2,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
510,650,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,1,2,275,366,365,10,3,3,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
511,651,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,3,2,318,353,335,0,1,4,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
512,652,Q2MnbmigM2lUnjE,20,16,0,1006,3,1,3,2,334,336,335,0,1,5,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
513,653,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,2,3,318,353,335,16,2,6,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
514,654,Q2MnbmigM2lUnjE,20,16,0,1007,3,2,3,1,280,415,311,20,2,7,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
515,655,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,2,1,318,353,335,16,2,8,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
516,656,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,3,2,274,368,364,0,3,9,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
517,657,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,2,3,290,409,307,16,1,10,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
518,658,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,325,341,340,0,2,8,1,3,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
519,659,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,3,2,329,347,330,0,1,11,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
520,660,Q2MnbmigM2lUnjE,20,16,0,1007,3,1,3,2,325,341,340,0,2,12,1,3,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
521,661,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,1,2,323,343,340,0,3,13,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
522,662,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,2,1,325,341,340,18,3,14,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
523,663,Q2MnbmigM2lUnjE,20,16,0,1007,3,2,3,1,301,371,334,20,2,15,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
524,664,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,2,1,313,365,328,16,3,16,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
525,665,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,1,2,325,341,340,10,3,17,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
526,666,Q2MnbmigM2lUnjE,20,16,0,1007,3,3,1,2,274,368,364,0,3,18,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
527,667,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,323,343,340,0,2,9,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
528,669,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,323,343,340,2,3,2,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
529,670,A2HR7ZIX42FEPG,20,10,2,1007,3,3,2,1,290,409,307,10,2,3,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
530,671,A2HR7ZIX42FEPG,20,10,2,1007,3,3,2,1,313,365,328,10,2,4,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
531,672,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,318,353,335,2,3,5,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
532,673,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,269,378,359,2,3,6,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
533,674,A2HR7ZIX42FEPG,20,10,2,1007,3,2,3,1,280,415,311,20,2,7,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
534,675,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,275,366,365,11,3,8,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
535,676,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,274,368,364,2,3,9,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
536,677,A2HR7ZIX42FEPG,20,10,2,1007,3,3,2,1,325,341,340,15,3,10,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
537,678,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,2,3,318,353,335,4,3,10,1,3,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
538,679,A2HR7ZIX42FEPG,20,10,2,1007,3,1,2,3,313,365,328,10,2,11,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
539,680,A2HR7ZIX42FEPG,20,10,2,1007,3,2,3,1,301,371,334,20,2,12,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
540,681,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,325,341,340,11,3,13,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
541,682,A2HR7ZIX42FEPG,20,10,2,1007,3,1,2,3,325,341,340,10,1,14,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
542,683,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,318,353,335,2,3,15,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
543,684,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,275,366,365,6,3,16,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
544,685,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,333,338,335,2,3,17,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
