,RoundIndex,VoterID,Util1,Util2,Util3,NumberOfCandidates,NumVotes,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref1_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
5993,12525,A34930YXVQ8SUT,20,16,0,3,1007,3,1,2,323,343,340,0,3,19,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
5994,12526,7U5cv64m8aH0DZd,20,16,0,3,1007,2,1,3,313,365,328,20,2,3,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
5995,12527,AU9CO82SPICNI,20,16,0,3,1007,3,2,1,322,344,340,16,1,19,1,3,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
5996,12528,AADRVG2QVZH75,20,4,0,3,1007,1,2,3,290,409,307,4,1,35,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
5997,12530,A2V3ECGQQYNO85,20,16,0,3,1007,1,3,2,318,353,335,0,1,22,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
5998,12531,AU9CO82SPICNI,20,16,0,3,1007,3,1,2,329,347,330,0,1,20,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
5999,12532,AmBvwZGN473Yuqp,20,10,0,3,1007,1,2,3,313,365,328,10,1,36,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
6000,12533,A2LZSELECGE94T,20,16,0,3,1007,2,1,3,313,365,328,20,2,19,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6001,12534,A1RUQQGXCZ5K0Z,20,4,0,3,1007,3,1,2,275,366,365,10,3,21,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6002,12535,A3F4DJJBK52A8T,20,10,0,3,1007,3,2,1,323,343,340,10,2,8,1,2,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6003,12536,A34930YXVQ8SUT,20,16,0,3,1007,2,1,3,313,365,328,20,2,20,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6004,12537,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,1,2,274,368,364,0,3,2,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6005,12538,LGmY4JbxqC6JjsY,20,4,0,3,1007,1,3,2,274,368,364,0,3,4,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6006,12539,XcCoyP8FIlF1RJh,20,4,0,3,1007,1,2,3,215,565,226,4,2,8,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6007,12540,AADRVG2QVZH75,20,4,0,3,1007,3,1,2,329,347,330,0,3,36,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6008,12541,tBRO840OtoF8S8k,20,4,0,3,1007,1,3,2,274,368,364,0,2,7,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6009,12542,A2V3ECGQQYNO85,20,16,0,3,1007,1,3,2,323,343,340,0,1,23,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6010,12544,AU9CO82SPICNI,20,16,0,3,1007,1,2,3,215,565,226,16,2,21,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6011,12545,7U5cv64m8aH0DZd,20,16,0,3,1007,1,3,2,325,341,340,8,3,4,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6012,12546,m2MakjGKQ5NYDgf,20,10,0,3,1007,1,3,2,269,378,359,0,3,12,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6013,12547,A1RUQQGXCZ5K0Z,20,4,0,3,1007,3,1,2,329,347,330,0,3,22,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6014,12548,B1DDiv7vcGGUvH0,20,10,0,3,1007,2,1,3,313,365,328,20,2,4,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6015,12549,A34930YXVQ8SUT,20,16,0,3,1007,1,2,3,215,565,226,16,2,21,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6016,12550,A2V3ECGQQYNO85,20,16,0,3,1007,3,2,1,290,409,307,16,3,24,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6017,12551,XcCoyP8FIlF1RJh,20,4,0,3,1007,1,2,3,322,344,340,4,2,9,1,2,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
6018,12552,AaBHVlvtUFfDLSI,20,16,0,3,1007,3,1,2,275,366,365,10,3,2,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6019,12553,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,2,1,313,365,328,4,3,3,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6020,12554,A3F4DJJBK52A8T,20,10,0,3,1007,3,1,2,329,347,330,0,3,9,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6021,12555,m2MakjGKQ5NYDgf,20,10,0,3,1007,3,1,2,269,378,359,0,3,13,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6022,12556,A2LZSELECGE94T,20,16,0,3,1007,3,2,1,313,365,328,16,2,20,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6023,12557,A1RUQQGXCZ5K0Z,20,4,0,3,1007,3,2,1,318,353,335,4,3,23,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6024,12559,A34930YXVQ8SUT,20,16,0,3,1007,3,2,1,318,353,335,16,2,22,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6025,12560,tBRO840OtoF8S8k,20,4,0,3,1007,3,1,2,274,368,364,0,3,8,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6026,12561,x4HDUBEnRbcQtcc,20,4,0,3,1006,1,3,2,334,336,335,0,1,4,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6027,12562,AaBHVlvtUFfDLSI,20,16,0,3,1007,1,2,3,318,353,335,16,2,3,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
6028,12563,7U5cv64m8aH0DZd,20,16,0,3,1007,3,1,2,274,368,364,0,3,5,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6029,12564,LGmY4JbxqC6JjsY,20,4,0,3,1007,3,2,1,325,341,340,12,3,5,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6030,12565,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,1,2,325,341,340,10,3,5,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6031,12566,XcCoyP8FIlF1RJh,20,4,0,3,1007,3,1,2,329,347,330,0,3,10,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6032,12567,B1DDiv7vcGGUvH0,20,10,0,3,1007,3,2,1,325,341,340,10,2,5,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6033,12568,A1RUQQGXCZ5K0Z,20,4,0,3,1007,1,2,3,290,409,307,4,1,24,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
6034,12569,A34930YXVQ8SUT,20,16,0,3,1007,1,2,3,323,343,340,16,2,23,1,2,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
6035,12570,tBRO840OtoF8S8k,20,4,0,3,1007,1,2,3,318,353,335,4,2,9,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
6036,12571,A2V3ECGQQYNO85,20,16,0,3,1007,3,1,2,325,341,340,10,3,25,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6037,12572,AmBvwZGN473Yuqp,20,10,0,3,1007,3,1,2,323,343,340,0,3,4,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6038,12573,AaBHVlvtUFfDLSI,20,16,0,3,1007,3,1,2,325,341,340,10,3,4,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6039,12574,A2LZSELECGE94T,20,16,0,3,1007,3,2,1,325,341,340,16,2,21,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6040,12575,m2MakjGKQ5NYDgf,20,10,0,3,1007,3,1,2,325,341,340,0,1,14,1,2,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6041,12576,A3F4DJJBK52A8T,20,10,0,3,1007,1,2,3,215,565,226,10,2,10,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6042,12577,x4HDUBEnRbcQtcc,20,4,0,3,1007,2,1,3,313,365,328,20,2,6,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6043,12578,7U5cv64m8aH0DZd,20,16,0,3,1007,1,3,2,269,378,359,0,2,6,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6044,12579,A2V3ECGQQYNO85,20,16,0,3,1007,2,1,3,313,365,328,20,2,26,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6045,12580,A1RUQQGXCZ5K0Z,20,4,0,3,1007,1,3,2,275,366,365,0,1,25,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6046,12581,AaBHVlvtUFfDLSI,20,16,0,3,1007,3,2,1,290,409,307,16,2,5,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6047,12582,A34930YXVQ8SUT,20,16,0,3,1007,3,1,2,329,347,330,0,3,24,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6048,12583,x4HDUBEnRbcQtcc,20,4,0,3,1007,1,3,2,325,341,340,0,1,7,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6049,12584,tBRO840OtoF8S8k,20,4,0,3,1007,3,1,2,325,341,340,10,3,10,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6050,12585,A3F4DJJBK52A8T,20,10,0,3,1007,1,2,3,323,343,340,10,2,11,1,2,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
6051,12587,B1DDiv7vcGGUvH0,20,10,0,3,1006,3,1,2,334,336,335,0,2,6,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6052,12588,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,2,1,325,341,340,12,3,8,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6053,12589,A2V3ECGQQYNO85,20,16,0,3,1007,3,1,2,269,378,359,0,3,27,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6054,12590,LGmY4JbxqC6JjsY,20,4,0,3,1007,3,2,1,290,409,307,4,2,6,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6055,12591,AaBHVlvtUFfDLSI,20,16,0,3,1007,2,3,1,280,415,311,20,2,6,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
6056,12592,m2MakjGKQ5NYDgf,20,10,0,3,1007,1,2,3,313,365,328,10,2,15,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
6057,12593,A1RUQQGXCZ5K0Z,20,4,0,3,1007,1,2,3,215,565,226,4,2,26,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6058,12594,A34930YXVQ8SUT,20,16,0,3,1007,1,2,3,318,353,335,16,2,25,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
6059,12595,tBRO840OtoF8S8k,20,4,0,3,1007,3,2,1,313,365,328,4,1,11,1,3,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6060,12596,7U5cv64m8aH0DZd,20,16,0,3,1007,3,1,2,318,353,335,0,3,7,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6061,12597,A3F4DJJBK52A8T,20,10,0,3,1007,1,3,2,318,353,335,0,1,12,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6062,12598,AaBHVlvtUFfDLSI,20,16,0,3,1007,1,2,3,325,341,340,16,1,7,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
6063,12599,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,1,2,323,343,340,0,2,9,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6064,12600,A2V3ECGQQYNO85,20,16,0,3,1007,1,2,3,215,565,226,16,1,28,1,1,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6065,12601,A34930YXVQ8SUT,20,16,0,3,1007,1,3,2,275,366,365,8,3,26,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6066,12602,A1RUQQGXCZ5K0Z,20,4,0,3,1007,1,2,3,322,344,340,4,1,27,1,1,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
6067,12603,tBRO840OtoF8S8k,20,4,0,3,1007,1,2,3,215,565,226,4,2,12,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
6068,12604,m2MakjGKQ5NYDgf,20,10,0,3,1007,3,1,2,318,353,335,0,1,16,1,2,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6069,12605,AaBHVlvtUFfDLSI,20,16,0,3,1007,3,2,1,325,341,340,16,2,8,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6070,12606,A3F4DJJBK52A8T,20,10,0,3,1007,2,1,3,313,365,328,20,2,13,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
6071,12607,B1DDiv7vcGGUvH0,20,10,0,3,1007,2,3,1,301,371,334,20,2,7,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
6072,12608,LGmY4JbxqC6JjsY,20,4,0,3,1007,1,2,3,325,341,340,4,2,7,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
6073,12609,A2LZSELECGE94T,20,16,0,3,1007,1,2,3,322,344,340,16,2,22,1,2,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
6074,12610,poXEnv0OW8RqFqk,20,10,0,3,1007,1,2,3,325,341,340,10,1,2,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
6075,12611,XcCoyP8FIlF1RJh,20,4,0,3,1007,3,2,1,323,343,340,4,3,11,1,1,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6076,12612,A2V3ECGQQYNO85,20,16,0,3,1007,1,3,2,325,341,340,0,1,29,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6077,12613,x4HDUBEnRbcQtcc,20,4,0,3,1007,3,1,2,318,353,335,0,3,10,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6078,12614,AaBHVlvtUFfDLSI,20,16,0,3,1007,3,1,2,274,368,364,0,3,9,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6079,12615,7U5cv64m8aH0DZd,20,16,0,3,1007,1,2,3,313,365,328,16,2,8,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
6080,12616,A34930YXVQ8SUT,20,16,0,3,1007,3,2,1,322,344,340,16,2,27,1,2,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6081,12617,A3F4DJJBK52A8T,20,10,0,3,1007,3,2,1,313,365,328,10,2,14,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
6082,12618,tBRO840OtoF8S8k,20,4,0,3,1007,3,1,2,323,343,340,0,1,13,1,2,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
6083,12619,A1RUQQGXCZ5K0Z,20,4,0,3,1007,3,2,1,313,365,328,4,2,28,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
