,NumberOfCandidates,Util1,Util2,Util3,NumVotes,GameIndexInSession,SessionIDX,VoterID,Pref1,Pref2,Pref3,Action,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,RoundIndex,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref3_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
2026,3,20,10,0,10007,6,1,5ExEY3,2,1,3,2,4084,3879,2043,2027,1,3879,4084,2043,4084,3879.0,2043,205.0,1836.0,2041,-205,2041,1836,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,205,0,2041,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2027,3,20,10,0,10007,11,1,FguaJf,1,3,2,1,3665,3409,2932,2028,1,3665,2932,3409,3665,3409.0,2932,256.0,477.0,733,733,-477,256,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,733,256,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2028,3,20,10,0,10007,4,1,7FjXsm,3,1,2,2,3438,3334,3234,2029,3,3234,3438,3334,3438,3334.0,3234,104.0,100.0,204,-204,104,-100,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,204,0,104,2.0,-1.0,1.0,-2.0,0.0,-1.0
2029,3,20,10,0,10007,15,1,WHGX1D,2,3,1,2,4052,3929,2025,2030,1,3929,2025,4052,4052,3929.0,2025,123.0,1904.0,2027,1904,-2027,-123,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,123,2027,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2030,3,20,10,0,10007,2,1,OfVItw,2,3,1,1,3421,3317,3268,2031,3,3317,3268,3421,3421,3317.0,3268,104.0,49.0,153,49,-153,-104,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,104,153,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2031,3,20,10,0,10007,12,1,FguaJf,1,3,2,1,4051,3930,2025,2032,1,4051,2025,3930,4051,3930.0,2025,121.0,1905.0,2026,2026,-1905,121,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2026,121,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2032,3,20,10,0,10007,16,1,WHGX1D,2,3,1,1,3421,3317,3268,2033,3,3317,3268,3421,3421,3317.0,3268,104.0,49.0,153,49,-153,-104,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,104,153,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2033,3,20,10,0,10007,5,1,7FjXsm,3,1,2,2,3508,3333,3165,2034,3,3165,3508,3333,3508,3333.0,3165,175.0,168.0,343,-343,175,-168,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,343,0,175,2.0,-1.0,1.0,-2.0,0.0,-1.0
2034,3,20,10,0,10007,1,1,E1Mgoj,1,3,2,1,4051,3930,2025,2035,1,4051,2025,3930,4051,3930.0,2025,121.0,1905.0,2026,2026,-1905,121,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2026,121,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2035,3,20,10,0,10007,13,1,FguaJf,3,1,2,1,3508,3333,3165,2036,2,3165,3508,3333,3508,3333.0,3165,175.0,168.0,343,-343,175,-168,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,343,0,175,2.0,-1.0,1.0,-2.0,0.0,-1.0
2036,3,20,10,0,10007,17,1,WHGX1D,3,2,1,2,3479,3305,3222,2037,2,3222,3305,3479,3479,3305.0,3222,174.0,83.0,257,-83,-174,-257,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,257,174,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2037,3,20,10,0,10007,7,1,5ExEY3,1,3,2,1,4051,3930,2025,2038,1,4051,2025,3930,4051,3930.0,2025,121.0,1905.0,2026,2026,-1905,121,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2026,121,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2038,3,20,10,0,10007,15,1,QwqulM,3,1,2,2,3666,3409,2931,2039,3,2931,3666,3409,3666,3409.0,2931,257.0,478.0,735,-735,257,-478,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,735,0,257,2.0,-1.0,1.0,-2.0,0.0,-1.0
2039,3,20,10,0,10007,3,1,C0Q8tp,2,1,3,1,3438,3333,3235,2040,2,3333,3438,3235,3438,3333.0,3235,105.0,98.0,203,-105,203,98,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,105,0,203,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2040,3,20,10,0,10007,16,1,QwqulM,3,1,2,2,4052,3930,2024,2041,3,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2041,3,20,10,0,10007,4,1,C0Q8tp,3,1,2,1,3479,3305,3222,2042,2,3222,3479,3305,3479,3305.0,3222,174.0,83.0,257,-257,174,-83,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,257,0,174,2.0,-1.0,1.0,-2.0,0.0,-1.0
2042,3,20,10,0,10007,16,1,WSeoyB,3,1,2,1,3580,3330,3096,2043,2,3096,3580,3330,3580,3330.0,3096,250.0,234.0,484,-484,250,-234,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,484,0,250,2.0,-1.0,1.0,-2.0,0.0,-1.0
2043,3,20,10,0,10007,17,1,QwqulM,1,3,2,1,3567,3389,3050,2044,1,3567,3050,3389,3567,3389.0,3050,178.0,339.0,517,517,-339,178,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,517,178,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2044,3,20,10,0,10007,17,1,WSeoyB,1,2,3,1,4083,3880,2043,2045,1,4083,3880,2043,4083,3880.0,2043,203.0,1837.0,2040,203,1837,2040,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,203,2040,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2045,3,20,10,0,10007,5,1,C0Q8tp,3,1,2,1,3421,3318,3267,2046,2,3267,3421,3318,3421,3318.0,3267,103.0,51.0,154,-154,103,-51,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,154,0,103,2.0,-1.0,1.0,-2.0,0.0,-1.0
2046,3,20,10,0,10007,18,1,QwqulM,3,1,2,2,3479,3305,3222,2047,3,3222,3479,3305,3479,3305.0,3222,174.0,83.0,257,-257,174,-83,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,257,0,174,2.0,-1.0,1.0,-2.0,0.0,-1.0
2047,3,20,10,0,10007,6,1,C0Q8tp,1,2,3,1,4051,3930,2025,2048,1,4051,3930,2025,4051,3930.0,2025,121.0,1905.0,2026,121,1905,2026,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,121,2026,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2048,3,20,10,0,10007,8,2,MHPn13,1,2,3,2,4051,3930,2025,2049,2,4051,3930,2025,4051,3930.0,2025,121.0,1905.0,2026,121,1905,2026,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,121,2026,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2049,3,20,10,0,10007,19,1,QwqulM,1,3,2,1,3472,3368,3166,2050,1,3472,3166,3368,3472,3368.0,3166,104.0,202.0,306,306,-202,104,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,306,104,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2050,3,20,10,0,10007,7,1,C0Q8tp,1,3,2,2,3478,3305,3223,2051,3,3478,3223,3305,3478,3305.0,3223,173.0,82.0,255,255,-82,173,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,255,173,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2051,3,20,10,0,10007,8,1,C0Q8tp,3,2,1,1,4118,3830,2058,2052,3,2058,3830,4118,4118,3830.0,2058,288.0,1772.0,2060,-1772,-288,-2060,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2060,288,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2052,3,20,10,0,10007,9,1,C0Q8tp,1,2,3,1,4083,3880,2043,2053,1,4083,3880,2043,4083,3880.0,2043,203.0,1837.0,2040,203,1837,2040,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,203,2040,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2053,3,20,10,0,10007,10,1,C0Q8tp,3,2,1,1,3539,3292,3175,2054,3,3175,3292,3539,3539,3292.0,3175,247.0,117.0,364,-117,-247,-364,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,364,247,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2054,3,20,10,0,10007,11,1,C0Q8tp,1,3,2,1,3472,3368,3166,2055,1,3472,3166,3368,3472,3368.0,3166,104.0,202.0,306,306,-202,104,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,306,104,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2055,3,20,10,0,10007,12,1,C0Q8tp,3,1,2,1,4052,3930,2024,2056,2,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2056,3,20,10,0,10007,13,1,C0Q8tp,1,2,3,1,3437,3334,3235,2057,1,3437,3334,3235,3437,3334.0,3235,103.0,99.0,202,103,99,202,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,103,202,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2057,3,20,10,0,10007,14,1,C0Q8tp,3,2,1,1,3421,3318,3267,2058,3,3267,3318,3421,3421,3318.0,3267,103.0,51.0,154,-51,-103,-154,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,154,103,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2058,3,20,10,0,10007,15,1,C0Q8tp,2,3,1,1,3508,3332,3166,2059,3,3332,3166,3508,3508,3332.0,3166,176.0,166.0,342,166,-342,-176,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,176,342,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2059,3,20,10,0,10007,9,2,MHPn13,3,1,2,2,4052,3930,2024,2060,3,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2060,3,20,10,0,10007,16,1,C0Q8tp,3,2,1,1,3473,3368,3165,2061,3,3165,3368,3473,3473,3368.0,3165,105.0,203.0,308,-203,-105,-308,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,308,105,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2061,3,20,10,0,10007,17,1,C0Q8tp,3,1,2,1,3666,3409,2931,2062,2,2931,3666,3409,3666,3409.0,2931,257.0,478.0,735,-735,257,-478,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,735,0,257,2.0,-1.0,1.0,-2.0,0.0,-1.0
2062,3,20,10,0,10007,18,1,C0Q8tp,3,1,2,1,3580,3330,3096,2063,2,3096,3580,3330,3580,3330.0,3096,250.0,234.0,484,-484,250,-234,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,484,0,250,2.0,-1.0,1.0,-2.0,0.0,-1.0
2063,3,20,10,0,10007,19,1,C0Q8tp,1,3,2,1,3567,3389,3050,2064,1,3567,3050,3389,3567,3389.0,3050,178.0,339.0,517,517,-339,178,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,517,178,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2064,3,20,10,0,10007,0,1,WD7EPO,3,1,2,1,3479,3305,3222,2065,2,3222,3479,3305,3479,3305.0,3222,174.0,83.0,257,-257,174,-83,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,257,0,174,2.0,-1.0,1.0,-2.0,0.0,-1.0
2065,3,20,10,0,10007,1,1,WD7EPO,3,1,2,1,3421,3318,3267,2066,2,3267,3421,3318,3421,3318.0,3267,103.0,51.0,154,-154,103,-51,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,154,0,103,2.0,-1.0,1.0,-2.0,0.0,-1.0
2066,3,20,10,0,10007,2,1,WD7EPO,1,2,3,1,4051,3930,2025,2067,1,4051,3930,2025,4051,3930.0,2025,121.0,1905.0,2026,121,1905,2026,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,121,2026,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2067,3,20,10,0,10007,3,1,WD7EPO,3,2,1,1,4118,3830,2058,2068,3,2058,3830,4118,4118,3830.0,2058,288.0,1772.0,2060,-1772,-288,-2060,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2060,288,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2068,3,20,10,0,10007,4,1,WD7EPO,1,3,2,1,3472,3368,3166,2069,1,3472,3166,3368,3472,3368.0,3166,104.0,202.0,306,306,-202,104,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,306,104,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2069,3,20,10,0,10007,5,1,WD7EPO,3,2,1,2,3539,3292,3175,2070,2,3175,3292,3539,3539,3292.0,3175,247.0,117.0,364,-117,-247,-364,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,364,247,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2070,3,20,10,0,10007,1,2,QXZsAa,3,1,2,2,3666,3409,2931,2071,3,2931,3666,3409,3666,3409.0,2931,257.0,478.0,735,-735,257,-478,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,735,0,257,2.0,-1.0,1.0,-2.0,0.0,-1.0
2071,3,20,10,0,10007,6,1,WD7EPO,3,2,1,3,3421,3318,3267,2072,1,3267,3318,3421,3421,3318.0,3267,103.0,51.0,154,-51,-103,-154,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,154,103,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2072,3,20,10,0,10007,7,1,WD7EPO,2,3,1,1,3508,3332,3166,2073,3,3332,3166,3508,3508,3332.0,3166,176.0,166.0,342,166,-342,-176,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,176,342,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2073,3,20,10,0,10007,8,1,WD7EPO,2,1,3,2,3438,3333,3235,2074,1,3333,3438,3235,3438,3333.0,3235,105.0,98.0,203,-105,203,98,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,105,0,203,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2074,3,20,10,0,10007,9,1,WD7EPO,3,1,2,2,3666,3409,2931,2075,3,2931,3666,3409,3666,3409.0,2931,257.0,478.0,735,-735,257,-478,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,735,0,257,2.0,-1.0,1.0,-2.0,0.0,-1.0
2075,3,20,10,0,10007,10,1,WD7EPO,3,1,2,2,3580,3330,3096,2076,3,3096,3580,3330,3580,3330.0,3096,250.0,234.0,484,-484,250,-234,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,484,0,250,2.0,-1.0,1.0,-2.0,0.0,-1.0
2076,3,20,10,0,10007,11,1,WD7EPO,1,3,2,1,3478,3305,3223,2077,1,3478,3223,3305,3478,3305.0,3223,173.0,82.0,255,255,-82,173,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,255,173,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2077,3,20,10,0,10007,12,1,WD7EPO,2,3,1,1,4118,3829,2059,2078,3,3829,2059,4118,4118,3829.0,2059,289.0,1770.0,2059,1770,-2059,-289,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,289,2059,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2078,3,20,10,0,10007,13,1,WD7EPO,1,2,3,1,3665,3409,2932,2079,1,3665,3409,2932,3665,3409.0,2932,256.0,477.0,733,256,477,733,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,256,733,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2079,3,20,10,0,10007,14,1,WD7EPO,1,2,3,1,3437,3334,3235,2080,1,3437,3334,3235,3437,3334.0,3235,103.0,99.0,202,103,99,202,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,103,202,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2080,3,20,10,0,10007,15,1,WD7EPO,3,2,1,1,3473,3368,3165,2081,3,3165,3368,3473,3473,3368.0,3165,105.0,203.0,308,-203,-105,-308,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,308,105,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2081,3,20,10,0,10007,10,2,MHPn13,3,2,1,2,3539,3292,3175,2082,2,3175,3292,3539,3539,3292.0,3175,247.0,117.0,364,-117,-247,-364,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,364,247,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2082,3,20,10,0,10007,16,1,WD7EPO,1,3,2,1,3567,3389,3050,2083,1,3567,3050,3389,3567,3389.0,3050,178.0,339.0,517,517,-339,178,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,517,178,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2083,3,20,10,0,10007,17,1,WD7EPO,3,1,2,2,4052,3930,2024,2084,3,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2084,3,20,10,0,10007,18,1,WD7EPO,1,2,3,1,4083,3880,2043,2085,1,4083,3880,2043,4083,3880.0,2043,203.0,1837.0,2040,203,1837,2040,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,203,2040,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2085,3,20,10,0,10007,19,1,WD7EPO,1,2,3,1,3579,3330,3097,2086,1,3579,3330,3097,3579,3330.0,3097,249.0,233.0,482,249,233,482,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,249,482,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2086,3,20,10,0,10007,0,1,IyzxwE,1,2,3,1,3665,3409,2932,2087,1,3665,3409,2932,3665,3409.0,2932,256.0,477.0,733,256,477,733,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,256,733,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2087,3,20,10,0,10007,1,1,IyzxwE,3,1,2,1,4052,3930,2024,2088,2,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2088,3,20,10,0,10007,2,1,IyzxwE,3,1,2,1,3421,3318,3267,2089,2,3267,3421,3318,3421,3318.0,3267,103.0,51.0,154,-154,103,-51,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,154,0,103,2.0,-1.0,1.0,-2.0,0.0,-1.0
2089,3,20,10,0,10007,3,1,IyzxwE,3,2,1,1,3539,3292,3175,2090,3,3175,3292,3539,3539,3292.0,3175,247.0,117.0,364,-117,-247,-364,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,364,247,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2090,3,20,10,0,10007,4,1,IyzxwE,1,2,3,1,3437,3334,3235,2091,1,3437,3334,3235,3437,3334.0,3235,103.0,99.0,202,103,99,202,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,103,202,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2091,3,20,10,0,10007,2,2,QXZsAa,1,3,2,1,3478,3305,3223,2092,1,3478,3223,3305,3478,3305.0,3223,173.0,82.0,255,255,-82,173,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,255,173,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2092,3,20,10,0,10007,5,1,IyzxwE,3,2,1,1,4118,3830,2058,2093,3,2058,3830,4118,4118,3830.0,2058,288.0,1772.0,2060,-1772,-288,-2060,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2060,288,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2093,3,20,10,0,10007,6,1,IyzxwE,1,3,2,1,3478,3305,3223,2094,1,3478,3223,3305,3478,3305.0,3223,173.0,82.0,255,255,-82,173,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,255,173,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2094,3,20,10,0,10007,0,1,IVzV6A,1,3,2,1,3567,3389,3050,2095,1,3567,3050,3389,3567,3389.0,3050,178.0,339.0,517,517,-339,178,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,517,178,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2095,3,20,10,0,10007,1,1,IVzV6A,3,1,2,1,3421,3318,3267,2096,2,3267,3421,3318,3421,3318.0,3267,103.0,51.0,154,-154,103,-51,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,154,0,103,2.0,-1.0,1.0,-2.0,0.0,-1.0
2096,3,20,10,0,10007,2,1,IVzV6A,3,1,2,2,3666,3409,2931,2097,3,2931,3666,3409,3666,3409.0,2931,257.0,478.0,735,-735,257,-478,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,735,0,257,2.0,-1.0,1.0,-2.0,0.0,-1.0
2097,3,20,10,0,10007,3,1,IVzV6A,2,3,1,1,4118,3829,2059,2098,3,3829,2059,4118,4118,3829.0,2059,289.0,1770.0,2059,1770,-2059,-289,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,289,2059,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2098,3,20,10,0,10007,4,1,IVzV6A,2,3,1,1,3508,3332,3166,2099,3,3332,3166,3508,3508,3332.0,3166,176.0,166.0,342,166,-342,-176,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,176,342,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2099,3,20,10,0,10007,5,1,IVzV6A,1,2,3,1,4083,3880,2043,2100,1,4083,3880,2043,4083,3880.0,2043,203.0,1837.0,2040,203,1837,2040,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,203,2040,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2100,3,20,10,0,10007,6,1,IVzV6A,1,2,3,1,3437,3334,3235,2101,1,3437,3334,3235,3437,3334.0,3235,103.0,99.0,202,103,99,202,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,103,202,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2101,3,20,10,0,10007,7,1,IVzV6A,3,1,2,2,4052,3930,2024,2102,3,2024,4052,3930,4052,3930.0,2024,122.0,1906.0,2028,-2028,122,-1906,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2028,0,122,2.0,-1.0,1.0,-2.0,0.0,-1.0
2102,3,20,10,0,10007,11,2,MHPn13,1,2,3,1,3579,3330,3097,2103,1,3579,3330,3097,3579,3330.0,3097,249.0,233.0,482,249,233,482,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,249,482,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2103,3,20,10,0,10007,8,1,IVzV6A,3,2,1,1,3421,3318,3267,2104,3,3267,3318,3421,3421,3318.0,3267,103.0,51.0,154,-51,-103,-154,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,154,103,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2104,3,20,10,0,10007,9,1,IVzV6A,3,2,1,1,3473,3368,3165,2105,3,3165,3368,3473,3473,3368.0,3165,105.0,203.0,308,-203,-105,-308,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,308,105,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2105,3,20,10,0,10007,10,1,IVzV6A,2,1,3,2,3438,3333,3235,2106,1,3333,3438,3235,3438,3333.0,3235,105.0,98.0,203,-105,203,98,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,105,0,203,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2106,3,20,10,0,10007,11,1,IVzV6A,3,2,1,3,4118,3830,2058,2107,1,2058,3830,4118,4118,3830.0,2058,288.0,1772.0,2060,-1772,-288,-2060,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2060,288,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2107,3,20,10,0,10007,12,1,IVzV6A,3,1,2,2,3580,3330,3096,2108,3,3096,3580,3330,3580,3330.0,3096,250.0,234.0,484,-484,250,-234,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,484,0,250,2.0,-1.0,1.0,-2.0,0.0,-1.0
2108,3,20,10,0,10007,13,1,IVzV6A,1,2,3,1,3665,3409,2932,2109,1,3665,3409,2932,3665,3409.0,2932,256.0,477.0,733,256,477,733,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,256,733,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2109,3,20,10,0,10007,14,1,IVzV6A,3,1,2,2,3479,3305,3222,2110,3,3222,3479,3305,3479,3305.0,3222,174.0,83.0,257,-257,174,-83,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,257,0,174,2.0,-1.0,1.0,-2.0,0.0,-1.0
2110,3,20,10,0,10007,15,1,IVzV6A,1,2,3,1,3579,3330,3097,2111,1,3579,3330,3097,3579,3330.0,3097,249.0,233.0,482,249,233,482,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,249,482,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2111,3,20,10,0,10007,16,1,IVzV6A,1,2,3,1,4051,3930,2025,2112,1,4051,3930,2025,4051,3930.0,2025,121.0,1905.0,2026,121,1905,2026,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,121,2026,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2112,3,20,10,0,10007,17,1,IVzV6A,1,3,2,1,3478,3305,3223,2113,1,3478,3223,3305,3478,3305.0,3223,173.0,82.0,255,255,-82,173,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,255,173,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2113,3,20,10,0,10007,12,2,MHPn13,1,2,3,1,3437,3334,3235,2114,1,3437,3334,3235,3437,3334.0,3235,103.0,99.0,202,103,99,202,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,103,202,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2114,3,20,10,0,10007,18,1,IVzV6A,1,3,2,1,3472,3368,3166,2115,1,3472,3166,3368,3472,3368.0,3166,104.0,202.0,306,306,-202,104,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,306,104,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2115,3,20,10,0,10007,19,1,IVzV6A,3,2,1,2,3539,3292,3175,2116,2,3175,3292,3539,3539,3292.0,3175,247.0,117.0,364,-117,-247,-364,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,364,247,0,1.0,1.0,2.0,-2.0,-1.0,0.0
