,NumberOfCandidates,Util1,Util2,Util3,NumVotes,GameIndexInSession,SessionIDX,VoterID,Pref1,Pref2,Pref3,Action,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,RoundIndex,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref3_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
100,3,20,10,0,103,16,1,GdSUrg,2,3,1,1,35,33,34,101,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
101,3,20,10,0,103,17,1,GdSUrg,1,3,2,2,35,34,33,102,3,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
102,3,20,10,0,103,3,1,1PrjYe,1,2,3,1,37,35,30,103,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
103,3,20,10,0,103,18,1,GdSUrg,3,1,2,1,38,35,29,104,2,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
104,3,20,10,0,103,4,1,1PrjYe,3,2,1,2,36,35,31,105,2,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
105,3,20,10,0,103,0,1,LE26kE,3,1,2,1,36,34,32,106,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
106,3,20,10,0,103,1,1,GdSUrg,3,2,1,2,37,35,30,107,2,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
107,3,20,10,0,103,19,1,GdSUrg,1,2,3,1,34,34,34,108,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
108,3,20,10,0,103,5,1,1PrjYe,3,1,2,2,38,35,29,109,3,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
109,3,20,10,0,103,1,1,LE26kE,3,2,1,2,36,34,32,110,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
110,3,20,10,0,103,6,1,1PrjYe,3,2,1,2,37,35,30,111,2,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
111,3,20,10,0,103,2,1,LE26kE,3,2,1,2,36,34,32,112,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
112,3,20,10,0,103,7,1,1PrjYe,3,2,1,1,36,34,32,113,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
113,3,20,10,0,103,8,1,1PrjYe,1,2,3,1,34,34,34,114,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
114,3,20,10,0,103,3,1,LE26kE,3,1,2,1,35,34,33,115,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
115,3,20,10,0,103,9,1,1PrjYe,3,1,2,2,37,34,31,116,3,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
116,3,20,10,0,103,4,1,LE26kE,1,2,3,1,37,35,30,117,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
117,3,20,10,0,103,0,1,4qQ7Ac,2,3,1,1,35,33,34,118,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
118,3,20,10,0,103,10,1,1PrjYe,2,3,1,1,35,33,34,119,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
119,3,20,10,0,103,5,1,LE26kE,1,3,2,1,36,35,31,120,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
120,3,20,10,0,103,11,1,1PrjYe,1,2,3,1,36,34,32,121,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
121,3,20,10,0,103,6,1,LE26kE,2,3,1,2,35,33,34,122,1,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
122,3,20,10,0,103,12,1,1PrjYe,3,2,1,2,36,34,32,123,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
123,3,20,10,0,103,7,1,LE26kE,2,1,3,1,36,33,33,124,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
124,3,20,10,0,103,13,1,1PrjYe,1,3,2,1,35,34,33,125,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
125,3,20,10,0,103,8,1,LE26kE,1,2,3,1,36,34,32,126,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
126,3,20,10,0,103,14,1,1PrjYe,1,3,2,1,35,34,33,127,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
127,3,20,10,0,103,9,1,LE26kE,2,1,3,1,36,34,32,128,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
128,3,20,10,0,103,2,1,GdSUrg,3,2,1,1,36,34,32,129,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
129,3,20,10,0,103,15,1,1PrjYe,3,1,2,2,35,34,33,130,3,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
130,3,20,10,0,103,10,1,LE26kE,3,2,1,1,36,35,31,131,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
131,3,20,10,0,103,16,1,1PrjYe,1,3,2,1,36,35,31,132,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
132,3,20,10,0,103,11,1,LE26kE,3,1,2,2,37,34,31,133,3,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
133,3,20,10,0,103,17,1,1PrjYe,2,1,3,2,36,34,32,134,1,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
134,3,20,10,0,103,12,1,LE26kE,3,2,1,1,36,34,32,135,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
135,3,20,10,0,103,18,1,1PrjYe,3,1,2,2,36,34,32,136,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
136,3,20,10,0,103,13,1,LE26kE,1,3,2,1,35,34,33,137,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
137,3,20,10,0,103,19,1,1PrjYe,2,1,3,2,36,33,33,138,1,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
138,3,20,10,0,103,14,1,LE26kE,1,3,2,1,35,34,33,139,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
139,3,20,10,0,103,3,1,GdSUrg,1,2,3,1,36,34,32,140,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
140,3,20,10,0,103,15,1,LE26kE,3,1,2,2,38,35,29,141,3,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
141,3,20,10,0,103,16,1,LE26kE,1,2,3,1,35,34,33,142,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
142,3,20,10,0,103,17,1,LE26kE,1,3,2,1,35,34,33,143,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
143,3,20,10,0,103,18,1,LE26kE,1,2,3,1,34,34,34,144,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
144,3,20,10,0,103,19,1,LE26kE,3,2,1,1,37,35,30,145,3,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
145,3,20,10,0,103,0,1,B1kFOO,3,2,1,1,36,35,31,146,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
146,3,20,10,0,103,1,1,B1kFOO,3,1,2,1,36,34,32,147,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
147,3,20,10,0,103,2,1,B1kFOO,3,1,2,2,38,35,29,148,3,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
148,3,20,10,0,103,3,1,B1kFOO,3,1,2,1,37,34,31,149,2,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
149,3,20,10,0,103,4,1,B1kFOO,2,1,3,1,36,33,33,150,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
150,3,20,10,0,103,4,1,GdSUrg,3,1,2,1,35,34,33,151,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
151,3,20,10,0,103,5,1,B1kFOO,3,2,1,1,36,34,32,152,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
152,3,20,10,0,103,6,1,B1kFOO,1,3,2,1,35,34,33,153,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
153,3,20,10,0,103,7,1,B1kFOO,3,2,1,1,36,34,32,154,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
154,3,20,10,0,103,8,1,B1kFOO,1,3,2,1,36,35,31,155,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
155,3,20,10,0,103,9,1,B1kFOO,2,3,1,1,35,33,34,156,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
156,3,20,10,0,103,10,1,B1kFOO,2,1,3,1,36,34,32,157,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
157,3,20,10,0,103,11,1,B1kFOO,3,2,1,2,37,35,30,158,2,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
158,3,20,10,0,103,12,1,B1kFOO,1,2,3,1,36,34,32,159,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
159,3,20,10,0,103,0,1,KNS6Tu,1,3,2,1,36,35,31,160,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
160,3,20,10,0,103,13,1,B1kFOO,1,3,2,1,35,34,33,161,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
161,3,20,10,0,103,1,1,4qQ7Ac,2,1,3,1,36,34,32,162,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
162,3,20,10,0,103,1,1,KNS6Tu,3,2,1,1,37,35,30,163,3,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
163,3,20,10,0,103,14,1,B1kFOO,1,3,2,1,35,34,33,164,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
164,3,20,10,0,103,2,1,KNS6Tu,1,3,2,1,35,34,33,165,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
165,3,20,10,0,103,15,1,B1kFOO,1,2,3,1,37,35,30,166,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
166,3,20,10,0,103,3,1,KNS6Tu,3,1,2,1,37,34,31,167,2,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
167,3,20,10,0,103,16,1,B1kFOO,1,2,3,1,34,34,34,168,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
168,3,20,10,0,103,4,1,KNS6Tu,1,3,2,1,35,34,33,169,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
169,3,20,10,0,103,17,1,B1kFOO,3,2,1,2,36,34,32,170,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
170,3,20,10,0,103,5,1,KNS6Tu,1,2,3,1,37,35,30,171,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
171,3,20,10,0,103,6,1,KNS6Tu,3,1,2,1,38,35,29,172,2,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
172,3,20,10,0,103,5,1,GdSUrg,3,2,1,1,36,34,32,173,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
173,3,20,10,0,103,18,1,B1kFOO,1,2,3,1,35,34,33,174,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
174,3,20,10,0,103,7,1,KNS6Tu,2,1,3,1,36,33,33,175,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
175,3,20,10,0,103,19,1,B1kFOO,3,1,2,2,35,34,33,176,3,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
176,3,20,10,0,103,8,1,KNS6Tu,3,1,2,1,35,34,33,177,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
177,3,20,10,0,103,9,1,KNS6Tu,3,2,1,1,36,34,32,178,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
178,3,20,10,0,103,10,1,KNS6Tu,2,1,3,1,36,34,32,179,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
179,3,20,10,0,103,11,1,KNS6Tu,3,2,1,1,36,34,32,180,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
180,3,20,10,0,103,12,1,KNS6Tu,3,2,1,1,36,34,32,181,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
181,3,20,10,0,103,13,1,KNS6Tu,3,2,1,1,36,35,31,182,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
182,3,20,10,0,103,14,1,KNS6Tu,1,2,3,1,36,34,32,183,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
183,3,20,10,0,103,2,1,4qQ7Ac,3,2,1,1,36,35,31,184,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
184,3,20,10,0,103,19,1,MHPn13,3,1,2,3,36,35,31,185,1,31,36,35,36,35.0,31,1.0,4.0,5,-5,1,-4,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,5,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
185,3,20,10,0,103,0,1,a8S4pm,3,2,1,2,35,34,33,186,2,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
186,3,20,10,0,103,1,1,a8S4pm,3,1,2,2,36,34,32,187,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
187,3,20,10,0,103,2,1,a8S4pm,3,2,1,2,37,34,31,188,2,31,34,37,37,34.0,31,3.0,3.0,6,-3,-3,-6,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,6,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
188,3,20,10,0,103,3,1,a8S4pm,1,2,3,1,36,35,31,189,1,36,35,31,36,35.0,31,1.0,4.0,5,1,4,5,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
189,3,20,10,0,103,4,1,a8S4pm,3,2,1,2,38,35,29,190,2,29,35,38,38,35.0,29,3.0,6.0,9,-6,-3,-9,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,9,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
190,3,20,10,0,103,5,1,a8S4pm,1,3,2,1,37,35,30,191,1,37,30,35,37,35.0,30,2.0,5.0,7,7,-5,2,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
191,3,20,10,0,103,6,1,a8S4pm,3,2,1,1,36,34,32,192,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
192,3,20,10,0,103,7,1,a8S4pm,3,1,2,2,36,34,32,193,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
193,3,20,10,0,103,8,1,a8S4pm,3,1,2,1,36,34,32,194,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
194,3,20,10,0,103,9,1,4uOk1U,1,3,2,1,37,35,30,195,1,37,30,35,37,35.0,30,2.0,5.0,7,7,-5,2,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
195,3,20,10,0,103,9,1,a8S4pm,1,2,3,1,35,34,33,196,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
196,3,20,10,0,103,0,1,ZtlKyE,1,3,2,1,37,35,30,197,1,37,30,35,37,35.0,30,2.0,5.0,7,7,-5,2,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
197,3,20,10,0,103,1,1,ZtlKyE,3,2,1,2,36,34,32,198,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
198,3,20,10,0,103,2,1,ZtlKyE,3,1,2,2,36,34,32,199,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
