,RoundIndex,Action,Pref1,Pref2,Pref3,Scenario,Util1,Util2,Util3,NumberOfCandidates,VoterID,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,SessionIDX,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref3_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
390,390,3,2,3,1,5,10,3,1,3,7_session_10.csv,4,2,6,1,1,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
391,391,1,3,1,2,1,10,3,1,3,8_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
392,392,1,3,1,2,1,10,3,1,3,9_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
393,393,1,1,2,3,4,10,3,1,3,10_session_10.csv,4,2,6,1,1,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
394,394,1,1,2,3,4,10,3,1,3,11_session_10.csv,4,2,6,1,1,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
395,395,2,2,3,1,5,10,3,1,3,12_session_10.csv,4,2,6,1,3,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
396,396,1,3,1,2,1,10,3,1,3,13_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
397,397,2,1,2,3,4,10,3,1,3,14_session_10.csv,4,2,6,1,2,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
398,398,1,3,1,2,1,10,3,1,3,15_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
399,399,1,3,1,2,1,10,3,1,3,16_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
400,400,2,1,2,3,4,10,3,1,3,17_session_10.csv,4,2,6,1,2,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
401,401,1,3,1,2,1,10,3,1,3,18_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
402,402,1,2,3,1,5,10,3,1,3,19_session_10.csv,4,2,6,1,2,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
403,403,1,3,1,2,1,10,3,1,3,20_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
404,404,1,3,1,2,1,10,3,1,3,21_session_10.csv,4,2,6,1,3,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
405,405,1,1,2,3,4,10,3,1,3,22_session_10.csv,4,2,6,1,1,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
406,406,1,1,2,3,4,10,3,1,3,23_session_10.csv,4,2,6,1,1,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
407,407,2,2,3,1,5,10,3,1,3,24_session_10.csv,4,2,6,1,3,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
408,408,1,1,2,3,1,10,3,1,3,1_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
409,409,1,1,2,3,1,10,3,1,3,2_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
410,410,1,1,2,3,1,10,3,1,3,3_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
411,411,1,1,2,3,1,10,3,1,3,4_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
412,412,3,2,3,1,4,10,3,1,3,5_session_10.csv,7,3,2,1,1,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
413,413,1,1,2,3,1,10,3,1,3,6_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
414,414,1,1,2,3,1,10,3,1,3,7_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
415,415,1,1,2,3,1,10,3,1,3,8_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
416,416,3,2,3,1,4,10,3,1,3,9_session_10.csv,7,3,2,1,1,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
417,417,2,3,1,2,5,10,3,1,3,10_session_10.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
418,418,1,2,3,1,4,10,3,1,3,11_session_10.csv,7,3,2,1,2,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
419,419,2,3,1,2,5,10,3,1,3,12_session_10.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
420,420,1,1,2,3,1,10,3,1,3,13_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
421,421,1,1,2,3,1,10,3,1,3,14_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
422,422,1,1,2,3,1,10,3,1,3,15_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
423,423,1,1,2,3,1,10,3,1,3,16_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
424,424,2,2,3,1,4,10,3,1,3,17_session_10.csv,7,3,2,1,3,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
425,425,1,1,2,3,1,10,3,1,3,18_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
426,426,1,1,2,3,1,10,3,1,3,19_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
427,427,1,1,2,3,1,10,3,1,3,20_session_10.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
428,428,1,2,3,1,4,10,3,1,3,21_session_10.csv,7,3,2,1,2,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
429,429,2,3,1,2,5,10,3,1,3,22_session_10.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
430,430,1,2,3,1,4,10,3,1,3,23_session_10.csv,7,3,2,1,2,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
431,431,2,3,1,2,5,10,3,1,3,24_session_10.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
432,432,1,3,1,2,2,10,3,1,3,1_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
433,433,2,1,2,3,6,10,3,1,3,2_session_10.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
434,434,1,2,3,1,3,10,3,1,3,3_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
435,435,1,3,1,2,2,10,3,1,3,4_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
436,436,1,2,3,1,3,10,3,1,3,5_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
437,437,1,3,1,2,2,10,3,1,3,6_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
438,438,1,3,1,2,2,10,3,1,3,7_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
439,439,1,2,3,1,3,10,3,1,3,8_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
440,440,2,1,2,3,6,10,3,1,3,9_session_10.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
441,441,1,2,3,1,3,10,3,1,3,10_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
442,442,1,3,1,2,2,10,3,1,3,11_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
443,443,1,3,1,2,2,10,3,1,3,12_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
444,444,1,3,1,2,2,10,3,1,3,13_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
445,445,2,1,2,3,6,10,3,1,3,14_session_10.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
446,446,1,2,3,1,3,10,3,1,3,15_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
447,447,1,3,1,2,2,10,3,1,3,16_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
448,448,1,2,3,1,3,10,3,1,3,17_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
449,449,1,3,1,2,2,10,3,1,3,18_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
450,450,1,3,1,2,2,10,3,1,3,19_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
451,451,1,2,3,1,3,10,3,1,3,20_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
452,452,2,1,2,3,6,10,3,1,3,21_session_10.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
453,453,1,2,3,1,3,10,3,1,3,22_session_10.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
454,454,1,3,1,2,2,10,3,1,3,23_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
455,455,1,3,1,2,2,10,3,1,3,24_session_10.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
456,456,1,3,1,2,1,10,3,1,3,1_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
457,457,1,3,1,2,1,10,3,1,3,2_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
458,458,1,3,1,2,1,10,3,1,3,3_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
459,459,2,2,3,1,5,10,3,1,3,4_session_10.csv,4,1,7,1,3,1,7,4,7,4.0,1,3.0,3.0,6,-6,3,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
460,460,3,1,2,3,4,10,3,1,3,5_session_10.csv,4,1,7,1,3,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
461,461,1,3,1,2,1,10,3,1,3,6_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
462,462,1,3,1,2,1,10,3,1,3,7_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
463,463,1,1,2,3,4,10,3,1,3,8_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
464,464,1,3,1,2,1,10,3,1,3,9_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
465,465,1,1,2,3,4,10,3,1,3,10_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
466,466,1,1,2,3,4,10,3,1,3,11_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
467,467,1,3,1,2,1,10,3,1,3,12_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
468,468,1,3,1,2,1,10,3,1,3,13_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
469,469,1,3,1,2,1,10,3,1,3,14_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
470,470,1,3,1,2,1,10,3,1,3,15_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
471,471,2,2,3,1,5,10,3,1,3,16_session_10.csv,4,1,7,1,3,1,7,4,7,4.0,1,3.0,3.0,6,-6,3,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
472,472,3,1,2,3,4,10,3,1,3,17_session_10.csv,4,1,7,1,3,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
473,473,1,3,1,2,1,10,3,1,3,18_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
474,474,1,3,1,2,1,10,3,1,3,19_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
475,475,1,1,2,3,4,10,3,1,3,20_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
476,476,1,3,1,2,1,10,3,1,3,21_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
477,477,1,1,2,3,4,10,3,1,3,22_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
478,478,1,1,2,3,4,10,3,1,3,23_session_10.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
479,479,1,3,1,2,1,10,3,1,3,24_session_10.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
480,480,1,1,2,3,4,10,3,1,3,1_session_10.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
481,481,1,3,1,2,1,10,3,1,3,2_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
482,482,1,3,1,2,1,10,3,1,3,3_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
483,483,1,3,1,2,1,10,3,1,3,4_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
484,484,1,3,1,2,1,10,3,1,3,5_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
485,485,1,3,1,2,1,10,3,1,3,6_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
486,486,1,3,1,2,1,10,3,1,3,7_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
487,487,1,3,1,2,1,10,3,1,3,8_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
488,488,2,1,2,3,4,10,3,1,3,9_session_10.csv,3,1,8,1,2,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
489,489,1,3,1,2,1,10,3,1,3,10_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
490,490,2,2,3,1,5,10,3,1,3,11_session_10.csv,3,1,8,1,3,1,8,3,8,3.0,1,5.0,2.0,7,-7,5,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,7,0,5,2.0,-1.0,1.0,-2.0,0.0,-1.0
