,RoundIndex,Action,Pref1,Pref2,Pref3,Scenario,Util1,Util2,Util3,NumberOfCandidates,VoterID,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,SessionIDX,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref3_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
491,491,1,1,2,3,4,10,3,1,3,12_session_10.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
492,492,1,1,2,3,4,10,3,1,3,13_session_10.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
493,493,1,3,1,2,1,10,3,1,3,14_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
494,494,1,3,1,2,1,10,3,1,3,15_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
495,495,1,3,1,2,1,10,3,1,3,16_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
496,496,1,3,1,2,1,10,3,1,3,17_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
497,497,1,3,1,2,1,10,3,1,3,18_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
498,498,1,3,1,2,1,10,3,1,3,19_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
499,499,1,3,1,2,1,10,3,1,3,20_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
500,500,1,1,2,3,4,10,3,1,3,21_session_10.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
501,501,1,3,1,2,1,10,3,1,3,22_session_10.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
502,502,2,2,3,1,5,10,3,1,3,23_session_10.csv,3,1,8,1,3,1,8,3,8,3.0,1,5.0,2.0,7,-7,5,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,7,0,5,2.0,-1.0,1.0,-2.0,0.0,-1.0
503,503,1,1,2,3,4,10,3,1,3,24_session_10.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
504,504,1,2,3,1,1,10,3,1,3,1_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
505,505,1,1,2,3,1,10,3,1,3,2_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
506,506,1,1,2,3,1,10,3,1,3,3_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
507,507,1,2,3,1,1,10,3,1,3,4_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
508,508,1,2,3,1,1,10,3,1,3,5_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
509,509,1,3,1,2,1,10,3,1,3,6_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
510,510,1,3,1,2,1,10,3,1,3,7_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
511,511,1,3,1,2,1,10,3,1,3,8_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
512,512,1,3,1,2,1,10,3,1,3,9_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
513,513,1,1,2,3,1,10,3,1,3,10_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
514,514,1,2,3,1,1,10,3,1,3,11_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
515,515,1,1,2,3,1,10,3,1,3,12_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
516,516,1,2,3,1,1,10,3,1,3,13_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
517,517,1,1,2,3,1,10,3,1,3,14_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
518,518,1,1,2,3,1,10,3,1,3,15_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
519,519,1,2,3,1,1,10,3,1,3,16_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
520,520,1,2,3,1,1,10,3,1,3,17_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
521,521,1,3,1,2,1,10,3,1,3,18_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
522,522,1,3,1,2,1,10,3,1,3,19_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
523,523,1,3,1,2,1,10,3,1,3,20_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
524,524,1,3,1,2,1,10,3,1,3,21_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
525,525,1,1,2,3,1,10,3,1,3,22_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
526,526,1,2,3,1,1,10,3,1,3,23_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
527,527,1,1,2,3,1,10,3,1,3,24_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
528,528,1,1,2,3,1,10,3,1,3,1_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
529,529,1,2,3,1,2,10,3,1,3,2_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
530,530,1,2,3,1,2,10,3,1,3,3_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
531,531,1,1,2,3,1,10,3,1,3,4_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
532,532,1,2,3,1,2,10,3,1,3,5_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
533,533,1,2,3,1,2,10,3,1,3,6_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
534,534,1,1,2,3,1,10,3,1,3,7_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
535,535,2,2,3,1,2,10,3,1,3,8_session_10.csv,5,5,2,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
536,536,3,3,1,2,5,10,3,1,3,9_session_10.csv,5,5,2,1,2,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
537,537,1,1,2,3,1,10,3,1,3,10_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
538,538,1,1,2,3,1,10,3,1,3,11_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
539,539,2,3,1,2,5,10,3,1,3,12_session_10.csv,5,5,2,1,1,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
540,540,1,1,2,3,1,10,3,1,3,13_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
541,541,1,2,3,1,2,10,3,1,3,14_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
542,542,1,2,3,1,2,10,3,1,3,15_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
543,543,1,1,2,3,1,10,3,1,3,16_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
544,544,1,2,3,1,2,10,3,1,3,17_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
545,545,1,2,3,1,2,10,3,1,3,18_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
546,546,1,1,2,3,1,10,3,1,3,19_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
547,547,1,2,3,1,2,10,3,1,3,20_session_10.csv,5,5,2,1,2,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
548,548,2,3,1,2,5,10,3,1,3,21_session_10.csv,5,5,2,1,1,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
549,549,1,1,2,3,1,10,3,1,3,22_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
550,550,1,1,2,3,1,10,3,1,3,23_session_10.csv,5,5,2,1,1,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
551,551,2,3,1,2,5,10,3,1,3,24_session_10.csv,5,5,2,1,1,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
552,552,2,1,2,3,5,10,3,1,3,1_session_10.csv,2,5,5,1,2,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
553,553,1,3,1,2,2,10,3,1,3,2_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
554,554,1,3,1,2,2,10,3,1,3,3_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
555,555,1,2,3,1,1,10,3,1,3,4_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
556,556,1,2,3,1,1,10,3,1,3,5_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
557,557,1,3,1,2,2,10,3,1,3,6_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
558,558,1,3,1,2,2,10,3,1,3,7_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
559,559,1,2,3,1,1,10,3,1,3,8_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
560,560,1,2,3,1,1,10,3,1,3,9_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
561,561,2,1,2,3,5,10,3,1,3,10_session_10.csv,2,5,5,1,2,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
562,562,1,2,3,1,1,10,3,1,3,11_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
563,563,1,3,1,2,2,10,3,1,3,12_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
564,564,2,1,2,3,5,10,3,1,3,13_session_10.csv,2,5,5,1,2,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
565,565,1,3,1,2,2,10,3,1,3,14_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
566,566,1,3,1,2,2,10,3,1,3,15_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
567,567,1,2,3,1,1,10,3,1,3,16_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
568,568,1,2,3,1,1,10,3,1,3,17_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
569,569,1,3,1,2,2,10,3,1,3,18_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
570,570,1,3,1,2,2,10,3,1,3,19_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
571,571,1,2,3,1,1,10,3,1,3,20_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
572,572,1,2,3,1,1,10,3,1,3,21_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
573,573,2,1,2,3,5,10,3,1,3,22_session_10.csv,2,5,5,1,2,2,5,5,5,5.0,2,0.0,3.0,3,-3,0,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,3,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
574,574,1,2,3,1,1,10,3,1,3,23_session_10.csv,2,5,5,1,2,5,5,2,5,5.0,2,0.0,3.0,3,0,3,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
575,575,1,3,1,2,2,10,3,1,3,24_session_10.csv,2,5,5,1,3,5,2,5,5,5.0,2,0.0,3.0,3,3,-3,0,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,3,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
576,576,1,1,2,3,1,10,3,1,3,1_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
577,577,1,1,2,3,1,10,3,1,3,2_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
578,578,1,3,1,2,1,10,3,1,3,3_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
579,579,1,2,3,1,1,10,3,1,3,4_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
580,580,1,1,2,3,1,10,3,1,3,5_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
581,581,1,3,1,2,1,10,3,1,3,6_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
582,582,1,2,3,1,1,10,3,1,3,7_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
583,583,1,2,3,1,1,10,3,1,3,8_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
584,584,1,3,1,2,1,10,3,1,3,9_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
585,585,1,1,2,3,1,10,3,1,3,10_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
586,586,1,3,1,2,1,10,3,1,3,11_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
587,587,1,2,3,1,1,10,3,1,3,12_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
588,588,1,1,2,3,1,10,3,1,3,13_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
589,589,1,1,2,3,1,10,3,1,3,14_session_10.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
590,590,1,3,1,2,1,10,3,1,3,15_session_10.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
591,591,1,2,3,1,1,10,3,1,3,16_session_10.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
